================================================================================
THROUGH THE AGES -- CANDIDATE-SET SPREAD / EVAL-SHARE (featspread rebuild)
================================================================================
Rebuild of the tool that produced analysis/spread_quantiles_2026-08-24.txt and
analysis/eval_share_2026-08-24.txt -- the original was written in a throwaway
isolated clone and deleted after that run, so those tables were unreproducible.
This binary is landed in the tracked tree (rust/src/bin/featspread.rs) instead.

METHOD: at every real self-play decision (filter_resign'd legal-move count > 1)
reached by WeightedBot::choose under a given player count's champion weights,
every legal move is applied to a scratch clone and eval::candidate_features()
(== eval::linear_features run once per candidate) is read for each, with
`freeze` pinned to that count's champion vector. Per WeightKey, per decision:
  spread(k) = max(candidate values) - min(candidate values)
Accumulated per player count: fire_rate (fraction of decisions with spread>0),
mean_spread (over ALL decisions), mean_spread_when_firing / p95_spread / 
max_spread (over FIRING decisions only, p95 nearest-rank). Per decision also:
  total_spread = max(dot(champ_w, phi)) - min(dot(champ_w, phi))
over the candidate set, p50/p95 reported per player count. Per (key, count):
  eval_share(k) = abs(champ_w(k)) * p95_spread_when_firing(k) / p95_total_spread
using THAT key's OWN player count's p95_total_spread, never a cross-count max.
The move that actually advances each game is chosen separately by
WeightedBot::choose on the same state, not re-derived from these scores.

games_per_count=40 seed=0 champion_dir=/Users/pt/tta-ai/analysis/frozen/clamp_ceiling_2026-08-27

featspread: 2p done (40 games, 9934 decisions, 31.4s)
featspread: 3p done (40 games, 16995 decisions, 94.5s)
featspread: 4p done (40 games, 24861 decisions, 175.7s)
================================================================================
PER-KEY TABLE (all 174 WeightKeys, at 2p/3p/4p)
================================================================================
Columns: key | n (decisions sampled) | fire_rate | mean_spread |
mean_spread_when_firing | p95_spread | max_spread

-- 2p --
key                                 n  fire_rate    mean_spread  mean_spread_when_firing     p95_spread     max_spread
pact_partner_lead                9934     0.0000       0.000000                 0.000000       0.000000       0.000000
strength                         9934     0.6282       1.611133                 2.564493       6.000000      13.000000
strength_rel                     9934     0.6286       1.575181                 2.505660       6.000000      13.000000
strength_deficit                 9934     0.4128       0.824643                 1.997562       4.000000       9.000000
strength_lead                    9934     0.2744       0.596537                 2.173881       5.000000       6.000000
tactic_level                     9934     0.1518       0.199315                 1.312997       2.000000       2.000000
tactic_gain                      9934     0.2630       0.419871                 1.596250       3.000000       4.000000
tactic_short                     9934     0.4706       0.554157                 1.177540       2.000000       3.000000
has_unit                         9934     0.1771       0.177069                 1.000000       1.000000       1.000000
colonies                         9934     0.0083       0.008254                 1.000000       1.000000       1.000000
has_colony                       9934     0.0058       0.005839                 1.000000       1.000000       1.000000
pacts                            9934     0.0000       0.000000                 0.000000       0.000000       0.000000
pact_blocks_attack               9934     0.0000       0.000000                 0.000000       0.000000       0.000000
war_immune                       9934     0.0000       0.000000                 0.000000       0.000000       0.000000
attack_cost_doubled              9934     0.0032       0.003221                 1.000000       1.000000       1.000000
auction_committed                9934     0.0556       0.032766                 0.589674       1.000000       1.000000
auction_bid                      9934     0.0556       0.246527                 4.436594       9.000000      22.000000
tech_levels                      9934     0.3231       0.066654                 0.206274       0.723684       1.092105
gov_level                        9934     0.0115       0.018824                 1.640351       3.000000       3.000000
best_farm                        9934     0.0021       0.005033                 2.380952       3.000000       3.000000
best_mine                        9934     0.0072       0.008959                 1.236111       2.000000       2.000000
best_lab                         9934     0.0182       0.024260                 1.331492       2.000000       3.000000
best_temple                      9934     0.0422       0.064929                 1.539379       2.000000       2.000000
best_theater                     9934     0.0052       0.006845                 1.307692       2.000000       3.000000
best_library                     9934     0.0065       0.008355                 1.276923       2.000000       3.000000
best_arena                       9934     0.0032       0.008254                 2.562500       3.000000       3.000000
best_unit                        9934     0.0231       0.028287                 1.227074       2.000000       3.000000
num_techs                        9934     0.0896       0.089591                 1.000000       1.000000       1.000000
special_techs                    9934     0.0050       0.005033                 1.000000       1.000000       1.000000
wonders                          9934     0.0210       0.021039                 1.000000       1.000000       1.000000
wonder_progress                  9934     0.0897       0.377290                 4.206510       8.000000      10.000000
wonder_remaining                 9934     0.2497       2.068754                 8.283353      16.000000      16.000000
wonder_stages_left               9934     0.2497       0.670626                 2.685208       5.000000       5.000000
wonder_turns_to_finish           9934     0.3582       0.625160                 1.745458       4.000000       8.250000
wonder_overrun                   9934     0.0175       0.024846                 1.418515       2.932489       7.000000
wonder_stages_per_action         9934     0.0030       0.005436                 1.800000       3.000000       3.000000
wonder_potential                 9934     0.2012       1.855260                 9.219685      37.527217      66.988456
wonder_promise                   9934     0.3762       3.932572                10.453886      30.869253      87.339079
wonder_age_overrun               9934     0.0241       0.031182                 1.296093       3.000000       7.000000
leader                           9934     0.0460       0.046004                 1.000000       1.000000       1.000000
wonder_in_progress               9934     0.1817       0.181699                 1.000000       1.000000       1.000000
hand_limit                       9934     0.0000       0.000000                 0.000000       0.000000       0.000000
colonize_bonus                   9934     0.0006       0.001711                 2.833333       4.000000       4.000000
build_discount                   9934     0.0030       0.012885                 4.266667       6.000000       6.000000
resource_discount                9934     0.0000       0.000000                 0.000000       0.000000       0.000000
defense_bonus                    9934     0.0000       0.000000                 0.000000       0.000000       0.000000
urban_limit                      9934     0.0114       0.013690                 1.203540       2.000000       2.000000
gov_action_cost                  9934     0.0000       0.000000                 0.000000       0.000000       0.000000
no_aggression                    9934     0.0032       0.003221                 1.000000       1.000000       1.000000
card_board_credit                9934     0.0000       0.000000                 0.000000       0.000000       0.000000
event_scoring_margin             9934     0.2490       0.600493                 2.411194      10.000000      26.285714
card_board_leader                9934     0.0000       0.000000                 0.000000       0.000000       0.000000
hand_swap_extra                  9934     0.0000       0.000000                 0.000000       0.000000       0.000000
card_rate_credit                 9934     0.0000       0.000000                 0.000000       0.000000       0.000000
unit_strength_credit             9934     0.0000       0.000000                 0.000000       0.000000       0.000000
unit_tech_credit                 9934     0.0000       0.000000                 0.000000       0.000000       0.000000
tech_board_credit                9934     0.0000       0.000000                 0.000000       0.000000       0.000000
action_board_credit              9934     0.0000       0.000000                 0.000000       0.000000       0.000000
gov_board_credit                 9934     0.0000       0.000000                 0.000000       0.000000       0.000000
wonder_board_credit              9934     0.0000       0.000000                 0.000000       0.000000       0.000000
build_fresh_credit               9934     0.0000       0.000000                 0.000000       0.000000       0.000000
restricted_resource_credit       9934     0.0000       0.000000                 0.000000       0.000000       0.000000
free_action_credit               9934     0.0000       0.000000                 0.000000       0.000000       0.000000
territory_credit                 9934     0.0000       0.000000                 0.000000       0.000000       0.000000
bonus_card_credit                9934     0.0000       0.000000                 0.000000       0.000000       0.000000
tactic_board_credit              9934     0.0000       0.000000                 0.000000       0.000000       0.000000
aggression_board_credit          9934     0.0000       0.000000                 0.000000       0.000000       0.000000
war_board_credit                 9934     0.0000       0.000000                 0.000000       0.000000       0.000000
pact_board_credit                9934     0.0000       0.000000                 0.000000       0.000000       0.000000
event_board_credit               9934     0.0000       0.000000                 0.000000       0.000000       0.000000
tactic_shortfall_cost            9934     0.0000       0.000000                 0.000000       0.000000       0.000000
tactic_reach_credit              9934     0.0000       0.000000                 0.000000       0.000000       0.000000
hand_civil                       9934     0.5237       0.836018                 1.596501       2.000000       5.000000
hand_value                       9934     0.5647       0.822088                 1.455726       2.789474       3.736842
hand_potential                   9934     0.6159       6.618337                10.746415      31.306624     189.910034
hand_military                    9934     0.6297       1.164184                 1.848921       4.000000       5.000000
hand_mil_value                   9934     0.6521       3.238273                 4.965885      12.000000      21.000000
hand_mil_potential               9934     0.7678      34.218019                44.568218     175.193768     456.894688
hand_perishable                  9934     0.5271       0.363495                 0.689641       1.473244       4.387255
rival_culture                    9934     0.0299       0.283270                 9.474747      23.000000      34.000000
rival_mean_culture               9934     0.0299       0.283270                 9.474747      23.000000      34.000000
rival_culture_rate               9934     0.0000       0.000000                 0.000000       0.000000       0.000000
rival_science_rate               9934     0.0000       0.000000                 0.000000       0.000000       0.000000
rival_strength                   9934     0.0000       0.000000                 0.000000       0.000000       0.000000
end_turn_bias                    9934     0.6587       0.658748                 1.000000       1.000000       1.000000
culture_rate_trailing            9934     0.0000       0.000000                 0.000000       0.000000       0.000000
science_rate_trailing            9934     0.0000       0.000000                 0.000000       0.000000       0.000000
food_stock_needed                9934     0.0000       0.000000                 0.000000       0.000000       0.000000
resource_stock_needed            9934     0.0000       0.000000                 0.000000       0.000000       0.000000
science_needed                   9934     0.0000       0.000000                 0.000000       0.000000       0.000000
free_workers_needed              9934     0.0000       0.000000                 0.000000       0.000000       0.000000
workers_late                     9934     0.6727       0.496741                 0.738385       1.289474       3.921053
strength_rel_early               9934     0.6298       0.626428                 0.994715       2.302632       4.789474
strength_rel_late                9934     0.6674       1.014459                 1.520005       4.440789      11.375000
tech_levels_late                 9934     0.3270       0.111335                 0.340519       1.618421       3.894737
hand_value_late                  9934     0.6009       1.440451                 2.397293       7.578947      14.802632
food_gap                         9934     0.3259       0.588585                 1.806302       4.000000       5.000000
food_surplus                     9934     0.1471       0.283924                 1.930527       4.000000       7.000000
resource_gap                     9934     0.3003       0.661164                 2.201810       4.000000       8.000000
resource_surplus                 9934     0.5417       1.698108                 3.134919       6.000000      12.000000
science_gap                      9934     0.3191       1.489229                 4.666877      10.000000      12.000000
science_surplus                  9934     0.4829       1.538957                 3.186992       7.000000      14.000000
culture_gap                      9934     0.2814       1.204399                 4.280680      10.000000      34.000000
culture_surplus                  9934     0.2813       1.495621                 5.317645      13.000000      46.000000
happy_surplus                    9934     0.4185       0.589189                 1.407987       3.000000       5.000000
civil_action_gap                 9934     0.5996       1.536139                 2.562122       4.000000       8.000000
civil_action_surplus             9934     0.4766       1.061707                 2.227455       4.000000       7.000000
take_cost_share                  9934     0.4763       0.277513                 0.582590       0.833333       1.000000
military_action_gap              9934     0.6372       1.074039                 1.685545       3.000000       6.000000
military_action_surplus          9934     0.3078       0.455758                 1.480543       3.000000       5.000000
worker_gap                       9934     0.4721       0.565432                 1.197655       2.000000       2.000000
worker_surplus                   9934     0.2345       0.255788                 1.090558       2.000000       2.000000
tech_redundancy_discount         9934     0.0000       0.000000                 0.000000       0.000000       0.000000
leader_replacement               9934     0.0742       0.074190                 1.000000       1.000000       1.000000
wonder_pool_rival_claimed        9934     0.0106       0.011274                 1.066667       2.000000       2.000000
hand_over_capacity               9934     0.3656       0.381417                 1.043227       1.000000       3.000000
happy_margin_after_next_pop      9934     0.1599       0.169116                 1.057935       2.000000       3.000000
resource_commitment_turns        9934     0.6203       3.363596                 5.422584      16.000000      38.666667
wonder_one_stage_short           9934     0.0545       0.054459                 1.000000       1.000000       1.000000
science_need_row                 9934     0.2963       0.587226                 1.982161       5.000000      10.000000
row_playable_count               9934     0.5996       4.291927                 7.158496      13.000000      13.000000

-- 3p --
key                                 n  fire_rate    mean_spread  mean_spread_when_firing     p95_spread     max_spread
rate_horizon                    16995     0.0000       0.000000                 0.000000       0.000000       0.000000
culture                         16995     0.3469       1.270315                 3.661635       9.000000      45.000000
culture_rate                    16995     0.5102       0.592948                 1.162300       2.796548       8.955888
science                         16995     0.3052       0.611886                 2.004820       6.000000      15.000000
science_rate                    16995     0.4420       0.484144                 1.095318       2.481466       5.005720
food_rate                       16995     0.4792       0.541907                 1.130859       2.675498       5.886707
resource_rate                   16995     0.5539       1.053262                 1.901443       4.183926       7.615408
food_stock                      16995     0.3106       0.808277                 2.602134       4.000000      12.000000
famine_deficit                  16995     0.1095       0.121006                 1.105051       2.000000       3.000000
resource_stock                  16995     0.4234       1.370776                 3.237400       6.000000      14.000000
blue_free                       16995     0.4758       1.718084                 3.611036       7.000000      13.000000
corruption_headroom             16995     0.4369       1.058841                 2.423569       4.000000       4.000000
consumption_headroom            16995     0.2118       0.312739                 1.476799       3.000000       3.000000
pop_cost                        16995     0.0494       0.049544                 1.003576       1.000000       2.000000
yellow_bank                     16995     0.2139       0.229126                 1.071252       2.000000       8.000000
free_workers                    16995     0.5570       0.627665                 1.126774       2.000000       2.000000
free_worker_wall                16995     0.4595       4.451486                 9.687924      22.000000      32.000000
workers                         16995     0.5376       0.288941                 0.537494       1.400000       1.870588
prod_workers                    16995     0.4475       0.512033                 1.144097       2.000000       2.000000
urban_workers                   16995     0.4513       0.500500                 1.108996       2.000000       2.000000
unit_workers                    16995     0.5280       0.595705                 1.128274       2.000000       6.000000
happy_margin                    16995     0.3719       0.476552                 1.281487       2.000000       5.000000
discontent                      16995     0.1149       0.124870                 1.086619       2.000000       3.000000
uprising                        16995     0.0305       0.282495                 9.250482      17.000000      29.000000
civil_actions                   16995     0.0133       0.015887                 1.194690       2.000000       3.000000
military_actions                16995     0.0453       0.050338                 1.111039       2.000000       4.000000
ca_left                         16995     0.5154       1.701618                 3.301633       5.000000       8.000000
ma_left                         16995     0.5792       1.021418                 1.763409       3.000000       3.000000
take_cost_paid                  16995     0.4128       1.058959                 2.565137       4.000000       6.000000
row_urgency                     16995     0.4917       4.876564                 9.918288      30.723115     704.875556
row_bargain_forgone             16995     0.4499       1.318917                 2.931598       7.000000       9.000000
row_last_copy                   16995     0.4756       1.259963                 2.649149       7.000000      12.000000
rival_desire                    16995     0.0000       0.000000                 0.000000       0.000000       0.000000
rival_take_share                16995     0.0000       0.000000                 0.000000       0.000000       0.000000
rival_free_ca                   16995     0.0001       0.000059                 1.000000       1.000000       1.000000
rival_hand_civil                16995     0.0041       0.005649                 1.391304       3.000000       3.000000
rival_wonders                   16995     0.0000       0.000000                 0.000000       0.000000       0.000000
rival_wonder_deficit            16995     0.0099       0.009944                 1.000000       1.000000       1.000000
rival_science_deficit           16995     0.3416       0.361636                 1.058742       2.000000       3.000000
rival_culture_deficit           16995     0.3323       0.410709                 1.235836       2.000000       7.000000
rival_hand_potential            16995     0.1941       0.466072                 2.400998      14.476290      97.576700
rival_science_stock             16995     0.0125       0.030068                 2.410377       6.000000       6.000000
rival_food_stock                16995     0.0153       0.038423                 2.511538       7.000000      12.000000
rival_resource_stock            16995     0.0185       0.048485                 2.624204       5.000000       9.000000
rival_free_workers              16995     0.0104       0.010356                 1.000000       1.000000       1.000000
rival_yellow_bank               16995     0.0237       0.037187                 1.568238       2.000000       5.000000
rival_colonies                  16995     0.0028       0.002824                 1.000000       1.000000       1.000000
rival_mil_actions               16995     0.0090       0.010356                 1.150327       2.000000       2.000000
rival_building_wonder           16995     0.0028       0.002824                 1.000000       1.000000       1.000000
my_seeded_pending               16995     0.0928       0.157811                 1.700698       3.000000       3.000000
my_event_threat                 16995     0.0760       4.642716                61.070403     207.853086     389.754649
attack_target_lead              16995     0.0688       2.292204                33.295726      96.000000     238.000000
attack_target_weakness          16995     0.0883       0.588291                 6.665333      14.000000      25.000000
pact_partner_lead               16995     0.0441       1.785937                40.523364     118.000000     284.000000
strength                        16995     0.5852       1.524625                 2.605430       5.000000      11.000000
strength_rel                    16995     0.5851       1.497263                 2.559186       5.000000      11.000000
strength_deficit                16995     0.4520       1.028724                 2.275861       5.000000      10.000000
strength_lead                   16995     0.1775       0.380681                 2.144404       4.000000       6.000000
tactic_level                    16995     0.2034       0.268491                 1.320312       2.000000       2.000000
tactic_gain                     16995     0.2621       0.467785                 1.784912       4.000000       8.000000
tactic_short                    16995     0.4461       0.524919                 1.176602       2.000000       3.000000
has_unit                        16995     0.1728       0.172757                 1.000000       1.000000       1.000000
colonies                        16995     0.0096       0.009591                 1.000000       1.000000       1.000000
has_colony                      16995     0.0069       0.006884                 1.000000       1.000000       1.000000
pacts                           16995     0.0880       0.079406                 0.902072       1.500000       1.500000
pact_blocks_attack              16995     0.0281       0.021447                 0.764151       1.000000       1.500000
war_immune                      16995     0.0024       0.002412                 1.000000       1.000000       1.000000
attack_cost_doubled             16995     0.0017       0.001706                 1.000000       1.000000       1.000000
auction_committed               16995     0.0713       0.033598                 0.471122       1.000000       1.000000
auction_bid                     16995     0.0713       0.316348                 4.435919       9.500000      19.000000
tech_levels                     16995     0.2055       0.036120                 0.175788       0.735294       1.082353
gov_level                       16995     0.0117       0.014416                 1.237374       2.000000       3.000000
best_farm                       16995     0.0031       0.006061                 1.980769       3.000000       3.000000
best_mine                       16995     0.0021       0.003236                 1.527778       3.000000       3.000000
best_lab                        16995     0.0042       0.005590                 1.319444       2.000000       3.000000
best_temple                     16995     0.0039       0.006355                 1.636364       2.000000       2.000000
best_theater                    16995     0.0080       0.011709                 1.463235       2.000000       2.000000
best_library                    16995     0.0026       0.003295                 1.244444       2.000000       3.000000
best_arena                      16995     0.0031       0.004237                 1.358491       3.000000       3.000000
best_unit                       16995     0.0139       0.017123                 1.233051       2.000000       3.000000
num_techs                       16995     0.0416       0.041600                 1.000000       1.000000       1.000000
special_techs                   16995     0.0040       0.004001                 1.000000       1.000000       1.000000
wonders                         16995     0.0183       0.018299                 1.000000       1.000000       1.000000
wonder_progress                 16995     0.0828       0.288320                 3.482587       9.000000      10.000000
wonder_remaining                16995     0.2195       1.876022                 8.545430      16.000000      16.000000
wonder_stages_left              16995     0.2195       0.587820                 2.677566       5.000000       5.000000
wonder_turns_to_finish          16995     0.3152       0.592098                 1.878420       4.500000      16.000000
wonder_overrun                  16995     0.0219       0.082233                 3.746772      13.880051      15.000000
wonder_stages_per_action        16995     0.0020       0.002942                 1.470588       2.000000       2.000000
wonder_potential                16995     0.1694       1.757942                10.377295      40.546673     101.090217
wonder_promise                  16995     0.3306       4.050983                12.254621      38.215500      90.863103
wonder_age_overrun              16995     0.0300       0.087096                 2.902343      13.767048      15.000000
leader                          16995     0.0540       0.054016                 1.000000       1.000000       1.000000
wonder_in_progress              16995     0.1558       0.155752                 1.000000       1.000000       1.000000
hand_limit                      16995     0.0001       0.000118                 2.000000       2.000000       2.000000
colonize_bonus                  16995     0.0049       0.006472                 1.309524       2.000000       3.000000
build_discount                  16995     0.0020       0.007590                 3.794118       5.000000       5.000000
resource_discount               16995     0.0000       0.000000                 0.000000       0.000000       0.000000
defense_bonus                   16995     0.0000       0.000000                 0.000000       0.000000       0.000000
urban_limit                     16995     0.0111       0.011297                 1.021277       1.000000       2.000000
gov_action_cost                 16995     0.0000       0.000000                 0.000000       0.000000       0.000000
no_aggression                   16995     0.0017       0.001706                 1.000000       1.000000       1.000000
card_board_credit               16995     0.0000       0.000000                 0.000000       0.000000       0.000000
event_scoring_margin            16995     0.2269       0.844204                 3.720760      14.000000      35.000000
card_board_leader               16995     0.0000       0.000000                 0.000000       0.000000       0.000000
hand_swap_extra                 16995     0.0000       0.000000                 0.000000       0.000000       0.000000
card_rate_credit                16995     0.0000       0.000000                 0.000000       0.000000       0.000000
unit_strength_credit            16995     0.0000       0.000000                 0.000000       0.000000       0.000000
unit_tech_credit                16995     0.0000       0.000000                 0.000000       0.000000       0.000000
tech_board_credit               16995     0.0000       0.000000                 0.000000       0.000000       0.000000
action_board_credit             16995     0.0000       0.000000                 0.000000       0.000000       0.000000
gov_board_credit                16995     0.0000       0.000000                 0.000000       0.000000       0.000000
wonder_board_credit             16995     0.0000       0.000000                 0.000000       0.000000       0.000000
build_fresh_credit              16995     0.0000       0.000000                 0.000000       0.000000       0.000000
restricted_resource_credit      16995     0.0000       0.000000                 0.000000       0.000000       0.000000
free_action_credit              16995     0.0000       0.000000                 0.000000       0.000000       0.000000
territory_credit                16995     0.0000       0.000000                 0.000000       0.000000       0.000000
bonus_card_credit               16995     0.0000       0.000000                 0.000000       0.000000       0.000000
tactic_board_credit             16995     0.0000       0.000000                 0.000000       0.000000       0.000000
aggression_board_credit         16995     0.0000       0.000000                 0.000000       0.000000       0.000000
war_board_credit                16995     0.0000       0.000000                 0.000000       0.000000       0.000000
pact_board_credit               16995     0.0000       0.000000                 0.000000       0.000000       0.000000
event_board_credit              16995     0.0000       0.000000                 0.000000       0.000000       0.000000
tactic_shortfall_cost           16995     0.0000       0.000000                 0.000000       0.000000       0.000000
tactic_reach_credit             16995     0.0000       0.000000                 0.000000       0.000000       0.000000
hand_civil                      16995     0.4266       0.640482                 1.501379       2.000000       4.000000
hand_value                      16995     0.4570       0.666978                 1.459417       2.882353       4.047059
hand_potential                  16995     0.5656      23.158948                40.943131     123.655930    4120.671861
hand_military                   16995     0.5257       0.896538                 1.705279       3.000000       6.000000
hand_mil_value                  16995     0.5516       2.474139                 4.485120      12.000000      21.000000
hand_mil_potential              16995     0.7206      92.428697               128.262081     601.147270    1921.904237
hand_perishable                 16995     0.4184       0.260293                 0.622178       1.413965       3.781182
rival_culture                   16995     0.0199       0.182701                 9.186391      33.000000      41.000000
rival_mean_culture              16995     0.0239       0.150691                 6.307882      25.500000      32.000000
rival_culture_rate              16995     0.0129       0.010003                 0.776256       1.500000       1.500000
rival_science_rate              16995     0.0000       0.000000                 0.000000       0.000000       0.000000
rival_strength                  16995     0.0039       0.006649                 1.712121       2.000000       2.000000
end_turn_bias                   16995     0.5611       0.561106                 1.000000       1.000000       1.000000
culture_rate_trailing           16995     0.0000       0.000000                 0.000000       0.000000       0.000000
science_rate_trailing           16995     0.0000       0.000000                 0.000000       0.000000       0.000000
food_stock_needed               16995     0.0000       0.000000                 0.000000       0.000000       0.000000
resource_stock_needed           16995     0.0000       0.000000                 0.000000       0.000000       0.000000
science_needed                  16995     0.0000       0.000000                 0.000000       0.000000       0.000000
free_workers_needed             16995     0.0000       0.000000                 0.000000       0.000000       0.000000
workers_late                    16995     0.5764       0.385222                 0.668319       1.123529       5.823529
strength_rel_early              16995     0.5599       0.577431                 1.031257       2.382353       5.329412
strength_rel_late               16995     0.6021       0.960835                 1.595914       4.000000      10.000000
tech_levels_late                16995     0.2064       0.049700                 0.240779       1.423529       3.000000
hand_value_late                 16995     0.4868       1.072765                 2.203752       6.964706      12.876471
food_gap                        16995     0.2559       0.477797                 1.867134       4.000000       7.000000
food_surplus                    16995     0.1761       0.374375                 2.126504       4.000000      12.000000
resource_gap                    16995     0.2578       0.564342                 2.189226       3.000000      11.000000
resource_surplus                16995     0.3907       1.135530                 2.906376       6.000000      14.000000
science_gap                     16995     0.2927       1.070128                 3.655645       9.000000      12.000000
science_surplus                 16995     0.3420       0.977650                 2.858277       7.000000      16.000000
culture_gap                     16995     0.2334       0.745876                 3.195404       8.000000      31.000000
culture_surplus                 16995     0.1360       0.521850                 3.837660      10.000000      31.000000
happy_surplus                   16995     0.3455       0.515760                 1.492734       3.000000       6.000000
